Disparity of Point  9482 =  (1063, 127) = 28
Disparity of Point  30169 =  (797, 314) = 47
Disparity of Point  30172 =  (799, 314) = 47
Disparity of Point  30173 =  (799, 314) = 47
Disparity of Point  30174 =  (800, 314) = 47
Disparity of Point  30175 =  (800, 314) = 47
Disparity of Point  30176 =  (801, 314) = 47
Disparity of Point  30177 =  (801, 314) = 47
Disparity of Point  30180 =  (810, 314) = 47
Disparity of Point  30181 =  (810, 314) = 47
Disparity of Point  30186 =  (813, 314) = 47
Disparity of Point  30187 =  (813, 314) = 47
Disparity of Point  30188 =  (841, 314) = 47
Disparity of Point  30189 =  (841, 314) = 47
Disparity of Point  30190 =  (888, 314) = 48
Disparity of Point  30191 =  (888, 314) = 48
Disparity of Point  30192 =  (889, 314) = 48
Disparity of Point  30193 =  (889, 314) = 48
Disparity of Point  30194 =  (890, 314) = 48
Disparity of Point  30195 =  (890, 314) = 48
Disparity of Point  30200 =  (1016, 314) = 50
Disparity of Point  30201 =  (1016, 314) = 50
Disparity of Point  30204 =  (1027, 314) = 50
Disparity of Point  30227 =  (195, 315) = 46
Disparity of Point  30228 =  (195, 315) = 46
Disparity of Point  30229 =  (196, 315) = 46
Disparity of Point  30266 =  (457, 315) = 46
Disparity of Point  30270 =  (484, 315) = 46
Disparity of Point  30273 =  (558, 315) = 46
Disparity of Point  30274 =  (560, 315) = 46
Disparity of Point  30275 =  (560, 315) = 46
Disparity of Point  30276 =  (561, 315) = 46
Disparity of Point  30277 =  (561, 315) = 46
Disparity of Point  30293 =  (698, 315) = 46
Disparity of Point  30296 =  (712, 315) = 46
Disparity of Point  30298 =  (736, 315) = 46
Disparity of Point  30299 =  (737, 315) = 46
Disparity of Point  30300 =  (740, 315) = 46
Disparity of Point  30301 =  (741, 315) = 46
Disparity of Point  30302 =  (756, 315) = 47
Disparity of Point  30303 =  (757, 315) = 47
Disparity of Point  30304 =  (770, 315) = 47
Disparity of Point  30305 =  (770, 315) = 47
Disparity of Point  30306 =  (771, 315) = 47
Disparity of Point  30307 =  (771, 315) = 47
Disparity of Point  30309 =  (792, 315) = 47
Disparity of Point  30315 =  (895, 315) = 48
Disparity of Point  30316 =  (895, 315) = 48
Disparity of Point  30317 =  (896, 315) = 48
Disparity of Point  30318 =  (896, 315) = 48
Disparity of Point  30319 =  (897, 315) = 48
Disparity of Point  30320 =  (897, 315) = 48
Disparity of Point  30325 =  (904, 315) = 48
Disparity of Point  30326 =  (904, 315) = 48
Disparity of Point  30327 =  (1018, 315) = 50
Disparity of Point  30328 =  (1018, 315) = 50
Disparity of Point  30342 =  (191, 316) = 46
Disparity of Point  30343 =  (191, 316) = 46
Disparity of Point  30344 =  (192, 316) = 46
Disparity of Point  30345 =  (192, 316) = 46
Disparity of Point  30346 =  (193, 316) = 46
Disparity of Point  30347 =  (193, 316) = 46
Disparity of Point  30357 =  (239, 316) = 46
Disparity of Point  30358 =  (239, 316) = 46
Disparity of Point  30377 =  (369, 316) = 46
Disparity of Point  30378 =  (369, 316) = 46
Disparity of Point  30382 =  (433, 316) = 46
Disparity of Point  30383 =  (433, 316) = 46
Disparity of Point  30384 =  (436, 316) = 46
Disparity of Point  30385 =  (436, 316) = 46
Disparity of Point  30388 =  (459, 316) = 46
Disparity of Point  30389 =  (459, 316) = 46
Disparity of Point  30396 =  (483, 316) = 46
Disparity of Point  30398 =  (489, 316) = 46
Disparity of Point  30399 =  (489, 316) = 46
Disparity of Point  30401 =  (520, 316) = 46
Disparity of Point  30417 =  (747, 316) = 46
Disparity of Point  30418 =  (747, 316) = 46
Disparity of Point  30419 =  (748, 316) = 46
Disparity of Point  30420 =  (748, 316) = 46
Disparity of Point  30421 =  (749, 316) = 46
Disparity of Point  30422 =  (749, 316) = 46
Disparity of Point  30434 =  (816, 316) = 48
Disparity of Point  30435 =  (816, 316) = 48
Disparity of Point  30438 =  (823, 316) = 48
Disparity of Point  30439 =  (823, 316) = 48
Disparity of Point  30440 =  (836, 316) = 48
Disparity of Point  30441 =  (836, 316) = 48
Disparity of Point  30444 =  (845, 316) = 48
Disparity of Point  30445 =  (845, 316) = 48
Disparity of Point  30456 =  (1038, 316) = 50
Disparity of Point  30478 =  (200, 317) = 46
Disparity of Point  30479 =  (200, 317) = 46
Disparity of Point  30488 =  (220, 317) = 46
Disparity of Point  30499 =  (306, 317) = 46
Disparity of Point  30500 =  (306, 317) = 46
Disparity of Point  30501 =  (312, 317) = 46
Disparity of Point  30502 =  (312, 317) = 46
Disparity of Point  30509 =  (344, 317) = 46
Disparity of Point  30510 =  (344, 317) = 46
Disparity of Point  30511 =  (345, 317) = 46
Disparity of Point  30512 =  (345, 317) = 46
Disparity of Point  30515 =  (360, 317) = 46
Disparity of Point  30516 =  (360, 317) = 46
Disparity of Point  30517 =  (361, 317) = 46
Disparity of Point  30518 =  (361, 317) = 46
Disparity of Point  30519 =  (375, 317) = 46
Disparity of Point  30520 =  (375, 317) = 46
Disparity of Point  30526 =  (403, 317) = 47
Disparity of Point  30527 =  (403, 317) = 47
Disparity of Point  30536 =  (473, 317) = 47
Disparity of Point  30547 =  (755, 317) = 47
Disparity of Point  30558 =  (836, 317) = 48
Disparity of Point  30559 =  (836, 317) = 48
Disparity of Point  30560 =  (838, 317) = 48
Disparity of Point  30561 =  (838, 317) = 48
Disparity of Point  30562 =  (849, 317) = 49
Disparity of Point  30563 =  (849, 317) = 49
Disparity of Point  30564 =  (850, 317) = 49
Disparity of Point  30565 =  (850, 317) = 49
Disparity of Point  30566 =  (851, 317) = 49
Disparity of Point  30575 =  (911, 317) = 49
Disparity of Point  30576 =  (911, 317) = 49
Disparity of Point  30577 =  (912, 317) = 49
Disparity of Point  30578 =  (912, 317) = 49
Disparity of Point  30579 =  (913, 317) = 49
Disparity of Point  30580 =  (913, 317) = 49
Disparity of Point  30581 =  (914, 317) = 49
Disparity of Point  30582 =  (914, 317) = 49
Disparity of Point  30594 =  (185, 318) = 47
Disparity of Point  30595 =  (185, 318) = 47
Disparity of Point  30613 =  (218, 318) = 46
Disparity of Point  30614 =  (258, 318) = 46
Disparity of Point  30615 =  (258, 318) = 46
Disparity of Point  30619 =  (297, 318) = 46
Disparity of Point  30620 =  (310, 318) = 47
Disparity of Point  30633 =  (405, 318) = 47
Disparity of Point  30634 =  (405, 318) = 47
Disparity of Point  30654 =  (591, 318) = 47
Disparity of Point  30655 =  (591, 318) = 47
Disparity of Point  30664 =  (632, 318) = 47
Disparity of Point  30665 =  (632, 318) = 47
Disparity of Point  30666 =  (633, 318) = 47
Disparity of Point  30667 =  (633, 318) = 47
Disparity of Point  30672 =  (636, 318) = 47
Disparity of Point  30673 =  (636, 318) = 47
Disparity of Point  30676 =  (638, 318) = 47
Disparity of Point  30677 =  (638, 318) = 47
Disparity of Point  30686 =  (717, 318) = 47
Disparity of Point  30687 =  (717, 318) = 47
Disparity of Point  30688 =  (718, 318) = 47
Disparity of Point  30689 =  (719, 318) = 47
Disparity of Point  30690 =  (719, 318) = 47
Disparity of Point  30691 =  (720, 318) = 47
Disparity of Point  30692 =  (720, 318) = 47
Disparity of Point  30693 =  (721, 318) = 47
Disparity of Point  30694 =  (721, 318) = 47
Disparity of Point  30701 =  (806, 318) = 48
Disparity of Point  30702 =  (806, 318) = 48
Disparity of Point  30703 =  (807, 318) = 48
Disparity of Point  30706 =  (828, 318) = 49
Disparity of Point  30707 =  (828, 318) = 49
Disparity of Point  30708 =  (829, 318) = 49
Disparity of Point  30723 =  (1198, 318) = 54
Disparity of Point  30724 =  (1198, 318) = 54
Disparity of Point  30725 =  (1199, 318) = 54
Disparity of Point  30726 =  (1199, 318) = 54
Disparity of Point  30733 =  (184, 319) = 47
Disparity of Point  30734 =  (184, 319) = 47
Disparity of Point  30744 =  (202, 319) = 47
Disparity of Point  30745 =  (202, 319) = 47
Disparity of Point  30752 =  (245, 319) = 47
Disparity of Point  30753 =  (245, 319) = 47
Disparity of Point  30763 =  (287, 319) = 46
Disparity of Point  30764 =  (287, 319) = 46
Disparity of Point  30784 =  (482, 319) = 47
Disparity of Point  30804 =  (744, 319) = 47
Disparity of Point  30805 =  (744, 319) = 47
Disparity of Point  30806 =  (745, 319) = 47
Disparity of Point  30809 =  (750, 319) = 47
Disparity of Point  30827 =  (851, 319) = 49
Disparity of Point  30828 =  (851, 319) = 49
Disparity of Point  30829 =  (902, 319) = 50
Disparity of Point  30830 =  (902, 319) = 50
Disparity of Point  30831 =  (905, 319) = 50
Disparity of Point  30832 =  (905, 319) = 50
Disparity of Point  30833 =  (906, 319) = 50
Disparity of Point  30838 =  (1202, 319) = 54
Disparity of Point  30839 =  (1202, 319) = 54
Disparity of Point  30888 =  (299, 320) = 47
Disparity of Point  30889 =  (299, 320) = 47
Disparity of Point  30896 =  (322, 320) = 47
Disparity of Point  30899 =  (421, 320) = 47
Disparity of Point  30900 =  (421, 320) = 47
Disparity of Point  30906 =  (435, 320) = 47
Disparity of Point  30907 =  (435, 320) = 47
Disparity of Point  30910 =  (443, 320) = 47
Disparity of Point  30911 =  (443, 320) = 47
Disparity of Point  30923 =  (509, 320) = 48
Disparity of Point  30924 =  (509, 320) = 48
Disparity of Point  30925 =  (510, 320) = 48
Disparity of Point  30926 =  (510, 320) = 48
Disparity of Point  30937 =  (746, 320) = 48
Disparity of Point  30941 =  (762, 320) = 48
Disparity of Point  30947 =  (793, 320) = 49
Disparity of Point  30948 =  (793, 320) = 49
Disparity of Point  30955 =  (824, 320) = 49
Disparity of Point  30960 =  (840, 320) = 49
Disparity of Point  30961 =  (840, 320) = 49
Disparity of Point  30962 =  (841, 320) = 49
Disparity of Point  30963 =  (841, 320) = 49
Disparity of Point  30964 =  (842, 320) = 49
Disparity of Point  30965 =  (842, 320) = 49
Disparity of Point  30966 =  (843, 320) = 49
Disparity of Point  30967 =  (843, 320) = 49
Disparity of Point  30968 =  (844, 320) = 49
Disparity of Point  30969 =  (844, 320) = 49
Disparity of Point  30975 =  (903, 320) = 50
Disparity of Point  30976 =  (903, 320) = 50
Disparity of Point  30977 =  (903, 320) = 50
Disparity of Point  30988 =  (927, 320) = 50
Disparity of Point  30989 =  (927, 320) = 50
Disparity of Point  30991 =  (950, 320) = 51
Disparity of Point  30992 =  (950, 320) = 51
Disparity of Point  31007 =  (249, 321) = 47
Disparity of Point  31010 =  (260, 321) = 47
Disparity of Point  31011 =  (260, 321) = 47
Disparity of Point  31014 =  (288, 321) = 47
Disparity of Point  31015 =  (288, 321) = 47
Disparity of Point  31018 =  (292, 321) = 47
Disparity of Point  31019 =  (292, 321) = 47
Disparity of Point  31020 =  (306, 321) = 47
Disparity of Point  31021 =  (306, 321) = 47
Disparity of Point  31024 =  (327, 321) = 47
Disparity of Point  31025 =  (327, 321) = 47
Disparity of Point  31032 =  (437, 321) = 48
Disparity of Point  31033 =  (437, 321) = 48
Disparity of Point  31037 =  (441, 321) = 48
Disparity of Point  31038 =  (441, 321) = 48
Disparity of Point  31039 =  (447, 321) = 48
Disparity of Point  31040 =  (447, 321) = 48
Disparity of Point  31052 =  (489, 321) = 48
Disparity of Point  31053 =  (489, 321) = 48
Disparity of Point  31056 =  (511, 321) = 48
Disparity of Point  31057 =  (511, 321) = 48
Disparity of Point  31060 =  (513, 321) = 48
Disparity of Point  31061 =  (513, 321) = 48
Disparity of Point  31069 =  (534, 321) = 48
Disparity of Point  31070 =  (534, 321) = 48
Disparity of Point  31079 =  (639, 321) = 48
Disparity of Point  31080 =  (639, 321) = 48
Disparity of Point  31099 =  (763, 321) = 49
Disparity of Point  31101 =  (768, 321) = 49
Disparity of Point  31103 =  (791, 321) = 49
Disparity of Point  31104 =  (791, 321) = 49
Disparity of Point  31112 =  (910, 321) = 51
Disparity of Point  31113 =  (911, 321) = 51
Disparity of Point  31114 =  (911, 321) = 51
Disparity of Point  31115 =  (912, 321) = 51
Disparity of Point  31116 =  (912, 321) = 51
Disparity of Point  31117 =  (913, 321) = 51
Disparity of Point  31118 =  (914, 321) = 51
Disparity of Point  31119 =  (914, 321) = 51
Disparity of Point  31126 =  (930, 321) = 51
Disparity of Point  31127 =  (930, 321) = 51
Disparity of Point  31128 =  (931, 321) = 51
Disparity of Point  31129 =  (931, 321) = 51
Disparity of Point  31140 =  (171, 322) = 48
Disparity of Point  31141 =  (171, 322) = 48
Disparity of Point  31153 =  (187, 322) = 48
Disparity of Point  31154 =  (187, 322) = 48
Disparity of Point  31169 =  (271, 322) = 47
Disparity of Point  31170 =  (273, 322) = 47
Disparity of Point  31190 =  (426, 322) = 48
Disparity of Point  31191 =  (426, 322) = 48
Disparity of Point  31192 =  (426, 322) = 48
Disparity of Point  31198 =  (458, 322) = 48
Disparity of Point  31207 =  (489, 322) = 48
Disparity of Point  31208 =  (489, 322) = 48
Disparity of Point  31212 =  (498, 322) = 48
Disparity of Point  31213 =  (498, 322) = 48
Disparity of Point  31222 =  (546, 322) = 48
Disparity of Point  31223 =  (546, 322) = 48
Disparity of Point  31252 =  (812, 322) = 50
Disparity of Point  31253 =  (812, 322) = 50
Disparity of Point  31254 =  (813, 322) = 50
Disparity of Point  31255 =  (813, 322) = 50
Disparity of Point  31258 =  (815, 322) = 50
Disparity of Point  31259 =  (815, 322) = 50
Disparity of Point  31262 =  (837, 322) = 50
Disparity of Point  31263 =  (837, 322) = 50
Disparity of Point  31267 =  (841, 322) = 50
Disparity of Point  31268 =  (841, 322) = 50
Disparity of Point  31271 =  (843, 322) = 50
Disparity of Point  31272 =  (843, 322) = 50
Disparity of Point  31275 =  (845, 322) = 50
Disparity of Point  31281 =  (910, 322) = 51
Disparity of Point  31282 =  (910, 322) = 51
Disparity of Point  31283 =  (916, 322) = 51
Disparity of Point  31284 =  (916, 322) = 51
Disparity of Point  31285 =  (917, 322) = 51
Disparity of Point  31286 =  (918, 322) = 51
Disparity of Point  31287 =  (928, 322) = 51
Disparity of Point  31288 =  (928, 322) = 51
Disparity of Point  31289 =  (933, 322) = 51
Disparity of Point  31290 =  (933, 322) = 51
Disparity of Point  31291 =  (934, 322) = 51
Disparity of Point  31292 =  (934, 322) = 51
Disparity of Point  31293 =  (935, 322) = 51
Disparity of Point  31294 =  (935, 322) = 51
Disparity of Point  31299 =  (952, 322) = 52
Disparity of Point  31300 =  (952, 322) = 52
Disparity of Point  31317 =  (184, 323) = 48
Disparity of Point  31339 =  (382, 323) = 48
Disparity of Point  31340 =  (382, 323) = 48
Disparity of Point  31354 =  (424, 323) = 48
Disparity of Point  31355 =  (424, 323) = 48
Disparity of Point  31356 =  (425, 323) = 48
Disparity of Point  31357 =  (425, 323) = 48
Disparity of Point  31371 =  (478, 323) = 48
Disparity of Point  31372 =  (479, 323) = 48
Disparity of Point  31373 =  (479, 323) = 48
Disparity of Point  31380 =  (508, 323) = 49
Disparity of Point  31385 =  (530, 323) = 49
Disparity of Point  31393 =  (574, 323) = 49
Disparity of Point  31394 =  (574, 323) = 49
Disparity of Point  31395 =  (576, 323) = 49
Disparity of Point  31396 =  (610, 323) = 49
Disparity of Point  31397 =  (610, 323) = 49
Disparity of Point  31398 =  (614, 323) = 49
Disparity of Point  31399 =  (614, 323) = 49
Disparity of Point  31406 =  (682, 323) = 49
Disparity of Point  31407 =  (682, 323) = 49
Disparity of Point  31428 =  (839, 323) = 50
Disparity of Point  31429 =  (839, 323) = 50
Disparity of Point  31431 =  (892, 323) = 51
Disparity of Point  31432 =  (892, 323) = 51
Disparity of Point  31434 =  (896, 323) = 51
Disparity of Point  31443 =  (944, 323) = 52
Disparity of Point  31444 =  (944, 323) = 52
Disparity of Point  31445 =  (945, 323) = 52
Disparity of Point  31446 =  (945, 323) = 52
Disparity of Point  31449 =  (947, 323) = 52
Disparity of Point  31450 =  (947, 323) = 52
Disparity of Point  31455 =  (950, 323) = 52
Disparity of Point  31456 =  (950, 323) = 52
Disparity of Point  31460 =  (152, 324) = 49
Disparity of Point  31461 =  (152, 324) = 49
Disparity of Point  31462 =  (153, 324) = 49
Disparity of Point  31463 =  (153, 324) = 49
Disparity of Point  31464 =  (159, 324) = 49
Disparity of Point  31465 =  (159, 324) = 49
Disparity of Point  31473 =  (188, 324) = 48
Disparity of Point  31474 =  (188, 324) = 48
Disparity of Point  31485 =  (274, 324) = 48
Disparity of Point  31486 =  (274, 324) = 48
Disparity of Point  31487 =  (275, 324) = 48
Disparity of Point  31488 =  (275, 324) = 48
Disparity of Point  31489 =  (276, 324) = 48
Disparity of Point  31490 =  (276, 324) = 48
Disparity of Point  31491 =  (285, 324) = 48
Disparity of Point  31492 =  (285, 324) = 48
Disparity of Point  31502 =  (319, 324) = 48
Disparity of Point  31503 =  (319, 324) = 48
Disparity of Point  31523 =  (438, 324) = 49
Disparity of Point  31524 =  (438, 324) = 49
Disparity of Point  31529 =  (466, 324) = 49
Disparity of Point  31530 =  (467, 324) = 49
Disparity of Point  31538 =  (544, 324) = 49
Disparity of Point  31541 =  (599, 324) = 49
Disparity of Point  31542 =  (599, 324) = 49
Disparity of Point  31543 =  (600, 324) = 49
Disparity of Point  31544 =  (600, 324) = 49
Disparity of Point  31545 =  (615, 324) = 49
Disparity of Point  31546 =  (615, 324) = 49
Disparity of Point  31552 =  (632, 324) = 49
Disparity of Point  31553 =  (632, 324) = 49
Disparity of Point  31556 =  (652, 324) = 49
Disparity of Point  31557 =  (652, 324) = 49
Disparity of Point  31558 =  (749, 324) = 49
Disparity of Point  31559 =  (762, 324) = 49
Disparity of Point  31562 =  (784, 324) = 50
Disparity of Point  31563 =  (786, 324) = 50
Disparity of Point  31564 =  (786, 324) = 50
Disparity of Point  31581 =  (858, 324) = 51
Disparity of Point  31582 =  (858, 324) = 51
Disparity of Point  31584 =  (860, 324) = 51
Disparity of Point  31585 =  (860, 324) = 51
Disparity of Point  31590 =  (891, 324) = 51
Disparity of Point  31610 =  (156, 325) = 49
Disparity of Point  31638 =  (280, 325) = 49
Disparity of Point  31649 =  (388, 325) = 49
Disparity of Point  31650 =  (388, 325) = 49
Disparity of Point  31651 =  (388, 325) = 49
Disparity of Point  31662 =  (434, 325) = 49
