Disparity of Point  10347 =  (1063, 127) = 28
Disparity of Point  35763 =  (1030, 337) = 57
Disparity of Point  35764 =  (1030, 337) = 57
Disparity of Point  35770 =  (1034, 337) = 57
Disparity of Point  35771 =  (1034, 337) = 57
Disparity of Point  35780 =  (141, 338) = 53
Disparity of Point  35781 =  (142, 338) = 53
Disparity of Point  35782 =  (142, 338) = 53
Disparity of Point  35812 =  (278, 338) = 53
Disparity of Point  35813 =  (278, 338) = 53
Disparity of Point  35820 =  (284, 338) = 53
Disparity of Point  35834 =  (343, 338) = 53
Disparity of Point  35840 =  (400, 338) = 53
Disparity of Point  35841 =  (400, 338) = 53
Disparity of Point  35844 =  (416, 338) = 53
Disparity of Point  35879 =  (782, 338) = 54
Disparity of Point  35880 =  (782, 338) = 54
Disparity of Point  35883 =  (814, 338) = 55
Disparity of Point  35884 =  (814, 338) = 55
Disparity of Point  35889 =  (882, 338) = 55
Disparity of Point  35890 =  (882, 338) = 55
Disparity of Point  35891 =  (883, 338) = 55
Disparity of Point  35892 =  (883, 338) = 55
Disparity of Point  35902 =  (927, 338) = 56
Disparity of Point  35903 =  (927, 338) = 56
Disparity of Point  35906 =  (929, 338) = 56
Disparity of Point  35920 =  (1055, 338) = 58
Disparity of Point  35921 =  (1055, 338) = 58
Disparity of Point  35922 =  (1056, 338) = 58
Disparity of Point  35923 =  (1056, 338) = 58
Disparity of Point  35926 =  (1058, 338) = 58
Disparity of Point  35927 =  (1058, 338) = 58
Disparity of Point  35941 =  (148, 339) = 53
Disparity of Point  35942 =  (148, 339) = 53
Disparity of Point  35943 =  (149, 339) = 53
Disparity of Point  35944 =  (149, 339) = 53
Disparity of Point  35945 =  (150, 339) = 53
Disparity of Point  35946 =  (150, 339) = 53
Disparity of Point  35949 =  (163, 339) = 53
Disparity of Point  35950 =  (163, 339) = 53
Disparity of Point  35957 =  (255, 339) = 53
Disparity of Point  35998 =  (686, 339) = 54
Disparity of Point  35999 =  (686, 339) = 54
Disparity of Point  36012 =  (789, 339) = 55
Disparity of Point  36025 =  (898, 339) = 56
Disparity of Point  36026 =  (898, 339) = 56
Disparity of Point  36028 =  (913, 339) = 56
Disparity of Point  36052 =  (992, 339) = 57
Disparity of Point  36053 =  (992, 339) = 57
Disparity of Point  36056 =  (994, 339) = 57
Disparity of Point  36057 =  (997, 339) = 57
Disparity of Point  36058 =  (997, 339) = 57
Disparity of Point  36059 =  (998, 339) = 57
Disparity of Point  36075 =  (147, 340) = 53
Disparity of Point  36076 =  (147, 340) = 53
Disparity of Point  36086 =  (213, 340) = 53
Disparity of Point  36101 =  (242, 340) = 53
Disparity of Point  36102 =  (242, 340) = 53
Disparity of Point  36108 =  (258, 340) = 53
Disparity of Point  36109 =  (259, 340) = 53
Disparity of Point  36110 =  (259, 340) = 53
Disparity of Point  36125 =  (328, 340) = 54
Disparity of Point  36148 =  (491, 340) = 54
Disparity of Point  36149 =  (491, 340) = 54
Disparity of Point  36178 =  (790, 340) = 55
Disparity of Point  36184 =  (855, 340) = 56
Disparity of Point  36187 =  (900, 340) = 56
Disparity of Point  36237 =  (143, 341) = 54
Disparity of Point  36238 =  (143, 341) = 54
Disparity of Point  36239 =  (144, 341) = 54
Disparity of Point  36240 =  (144, 341) = 54
Disparity of Point  36249 =  (257, 341) = 53
Disparity of Point  36250 =  (257, 341) = 53
Disparity of Point  36267 =  (361, 341) = 54
Disparity of Point  36268 =  (371, 341) = 54
Disparity of Point  36269 =  (372, 341) = 54
Disparity of Point  36270 =  (372, 341) = 54
Disparity of Point  36271 =  (373, 341) = 54
Disparity of Point  36272 =  (373, 341) = 54
Disparity of Point  36279 =  (383, 341) = 54
Disparity of Point  36280 =  (383, 341) = 54
Disparity of Point  36281 =  (384, 341) = 54
Disparity of Point  36304 =  (545, 341) = 55
Disparity of Point  36353 =  (876, 341) = 56
Disparity of Point  36354 =  (876, 341) = 56
Disparity of Point  36357 =  (903, 341) = 56
Disparity of Point  36358 =  (903, 341) = 56
Disparity of Point  36359 =  (904, 341) = 56
Disparity of Point  36360 =  (904, 341) = 56
Disparity of Point  36361 =  (915, 341) = 57
Disparity of Point  36362 =  (915, 341) = 57
Disparity of Point  36367 =  (918, 341) = 57
Disparity of Point  36372 =  (924, 341) = 57
Disparity of Point  36373 =  (924, 341) = 57
Disparity of Point  36378 =  (930, 341) = 57
Disparity of Point  36379 =  (931, 341) = 57
Disparity of Point  36380 =  (931, 341) = 57
Disparity of Point  36381 =  (932, 341) = 57
Disparity of Point  36382 =  (932, 341) = 57
Disparity of Point  36383 =  (933, 341) = 57
Disparity of Point  36384 =  (933, 341) = 57
Disparity of Point  36385 =  (934, 341) = 57
Disparity of Point  36386 =  (934, 341) = 57
Disparity of Point  36387 =  (935, 341) = 57
Disparity of Point  36388 =  (935, 341) = 57
Disparity of Point  36391 =  (939, 341) = 57
Disparity of Point  36392 =  (939, 341) = 57
Disparity of Point  36396 =  (986, 341) = 58
Disparity of Point  36397 =  (987, 341) = 58
Disparity of Point  36398 =  (987, 341) = 58
Disparity of Point  36410 =  (1013, 341) = 58
Disparity of Point  36411 =  (1013, 341) = 58
Disparity of Point  36412 =  (1014, 341) = 58
Disparity of Point  36413 =  (1014, 341) = 58
Disparity of Point  36414 =  (1015, 341) = 58
Disparity of Point  36415 =  (1015, 341) = 58
Disparity of Point  36431 =  (1071, 341) = 59
Disparity of Point  36432 =  (1071, 341) = 59
Disparity of Point  36433 =  (1072, 341) = 59
Disparity of Point  36434 =  (85, 342) = 54
Disparity of Point  36435 =  (85, 342) = 54
Disparity of Point  36449 =  (184, 342) = 54
Disparity of Point  36450 =  (184, 342) = 54
Disparity of Point  36460 =  (254, 342) = 54
Disparity of Point  36470 =  (289, 342) = 54
Disparity of Point  36471 =  (289, 342) = 54
Disparity of Point  36472 =  (292, 342) = 54
Disparity of Point  36473 =  (292, 342) = 54
Disparity of Point  36526 =  (787, 342) = 56
Disparity of Point  36527 =  (791, 342) = 56
Disparity of Point  36528 =  (791, 342) = 56
Disparity of Point  36529 =  (792, 342) = 56
Disparity of Point  36530 =  (792, 342) = 56
Disparity of Point  36531 =  (793, 342) = 56
Disparity of Point  36540 =  (897, 342) = 57
Disparity of Point  36541 =  (897, 342) = 57
Disparity of Point  36563 =  (974, 342) = 58
Disparity of Point  36564 =  (974, 342) = 58
Disparity of Point  36578 =  (1063, 342) = 59
Disparity of Point  36579 =  (1063, 342) = 59
Disparity of Point  36580 =  (1064, 342) = 59
Disparity of Point  36581 =  (1064, 342) = 59
Disparity of Point  36619 =  (220, 343) = 54
Disparity of Point  36620 =  (220, 343) = 54
Disparity of Point  36625 =  (225, 343) = 54
Disparity of Point  36634 =  (253, 343) = 54
Disparity of Point  36635 =  (253, 343) = 54
Disparity of Point  36689 =  (464, 343) = 55
Disparity of Point  36712 =  (787, 343) = 56
Disparity of Point  36714 =  (793, 343) = 56
Disparity of Point  36719 =  (869, 343) = 57
Disparity of Point  36720 =  (871, 343) = 57
Disparity of Point  36721 =  (871, 343) = 57
Disparity of Point  36725 =  (883, 343) = 57
Disparity of Point  36726 =  (883, 343) = 57
Disparity of Point  36743 =  (956, 343) = 58
Disparity of Point  36744 =  (956, 343) = 58
Disparity of Point  36745 =  (957, 343) = 58
Disparity of Point  36746 =  (957, 343) = 58
Disparity of Point  36770 =  (67, 344) = 55
Disparity of Point  36799 =  (125, 344) = 55
Disparity of Point  36800 =  (125, 344) = 55
Disparity of Point  36870 =  (462, 344) = 56
Disparity of Point  36897 =  (785, 344) = 56
Disparity of Point  36902 =  (842, 344) = 57
Disparity of Point  36924 =  (911, 344) = 58
Disparity of Point  36925 =  (911, 344) = 58
Disparity of Point  36926 =  (913, 344) = 58
Disparity of Point  36934 =  (952, 344) = 58
Disparity of Point  36935 =  (952, 344) = 58
Disparity of Point  36936 =  (953, 344) = 58
Disparity of Point  36937 =  (953, 344) = 58
Disparity of Point  36942 =  (960, 344) = 58
Disparity of Point  36943 =  (960, 344) = 58
Disparity of Point  36971 =  (67, 345) = 56
Disparity of Point  36992 =  (188, 345) = 55
Disparity of Point  36993 =  (189, 345) = 55
Disparity of Point  36994 =  (189, 345) = 55
Disparity of Point  36995 =  (190, 345) = 55
Disparity of Point  37008 =  (226, 345) = 55
Disparity of Point  37009 =  (226, 345) = 55
Disparity of Point  37016 =  (262, 345) = 55
Disparity of Point  37017 =  (262, 345) = 55
Disparity of Point  37020 =  (268, 345) = 55
Disparity of Point  37078 =  (566, 345) = 56
Disparity of Point  37079 =  (566, 345) = 56
Disparity of Point  37080 =  (566, 345) = 56
Disparity of Point  37081 =  (568, 345) = 56
Disparity of Point  37082 =  (568, 345) = 56
Disparity of Point  37094 =  (714, 345) = 56
Disparity of Point  37095 =  (748, 345) = 56
Disparity of Point  37096 =  (748, 345) = 56
Disparity of Point  37103 =  (795, 345) = 57
Disparity of Point  37119 =  (970, 345) = 58
Disparity of Point  37120 =  (970, 345) = 58
Disparity of Point  37127 =  (989, 345) = 59
Disparity of Point  37128 =  (989, 345) = 59
Disparity of Point  37129 =  (990, 345) = 59
Disparity of Point  37130 =  (990, 345) = 59
Disparity of Point  37131 =  (992, 345) = 59
Disparity of Point  37132 =  (992, 345) = 59
Disparity of Point  37135 =  (1006, 345) = 59
Disparity of Point  37171 =  (208, 346) = 55
Disparity of Point  37172 =  (211, 346) = 55
Disparity of Point  37179 =  (225, 346) = 55
Disparity of Point  37180 =  (225, 346) = 55
Disparity of Point  37181 =  (226, 346) = 55
Disparity of Point  37268 =  (791, 346) = 57
Disparity of Point  37272 =  (809, 346) = 58
Disparity of Point  37273 =  (809, 346) = 58
Disparity of Point  37317 =  (116, 347) = 56
Disparity of Point  37318 =  (116, 347) = 56
Disparity of Point  37323 =  (128, 347) = 56
Disparity of Point  37324 =  (128, 347) = 56
Disparity of Point  37325 =  (129, 347) = 56
Disparity of Point  37344 =  (240, 347) = 56
Disparity of Point  37345 =  (240, 347) = 56
Disparity of Point  37376 =  (434, 347) = 56
Disparity of Point  37379 =  (460, 347) = 57
Disparity of Point  37400 =  (772, 347) = 56
Disparity of Point  37408 =  (809, 347) = 58
Disparity of Point  37411 =  (814, 347) = 58
Disparity of Point  37412 =  (814, 347) = 58
Disparity of Point  37414 =  (823, 347) = 58
Disparity of Point  37415 =  (823, 347) = 58
Disparity of Point  37420 =  (875, 347) = 59
Disparity of Point  37421 =  (875, 347) = 59
Disparity of Point  37447 =  (1001, 347) = 60
Disparity of Point  37448 =  (1001, 347) = 60
Disparity of Point  37449 =  (1003, 347) = 60
Disparity of Point  37450 =  (1003, 347) = 60
Disparity of Point  37451 =  (1004, 347) = 60
Disparity of Point  37452 =  (1004, 347) = 60
Disparity of Point  37453 =  (1018, 347) = 60
Disparity of Point  37468 =  (113, 348) = 57
Disparity of Point  37469 =  (113, 348) = 57
Disparity of Point  37472 =  (115, 348) = 57
Disparity of Point  37473 =  (115, 348) = 57
Disparity of Point  37475 =  (125, 348) = 56
Disparity of Point  37476 =  (125, 348) = 56
Disparity of Point  37477 =  (126, 348) = 56
Disparity of Point  37478 =  (126, 348) = 56
Disparity of Point  37506 =  (298, 348) = 56
Disparity of Point  37507 =  (300, 348) = 56
Disparity of Point  37528 =  (396, 348) = 56
Disparity of Point  37536 =  (460, 348) = 57
Disparity of Point  37537 =  (470, 348) = 57
Disparity of Point  37538 =  (470, 348) = 57
Disparity of Point  37552 =  (709, 348) = 57
Disparity of Point  37556 =  (757, 348) = 57
Disparity of Point  37578 =  (939, 348) = 60
Disparity of Point  37579 =  (939, 348) = 60
Disparity of Point  37607 =  (122, 349) = 56
Disparity of Point  37608 =  (122, 349) = 56
Disparity of Point  37611 =  (124, 349) = 56
Disparity of Point  37612 =  (137, 349) = 56
Disparity of Point  37613 =  (137, 349) = 56
Disparity of Point  37614 =  (138, 349) = 56
Disparity of Point  37615 =  (138, 349) = 56
Disparity of Point  37617 =  (210, 349) = 56
Disparity of Point  37618 =  (210, 349) = 56
Disparity of Point  37621 =  (218, 349) = 56
Disparity of Point  37622 =  (218, 349) = 56
Disparity of Point  37623 =  (218, 349) = 56
Disparity of Point  37631 =  (225, 349) = 56
Disparity of Point  37632 =  (225, 349) = 56
Disparity of Point  37650 =  (339, 349) = 57
Disparity of Point  37651 =  (339, 349) = 57
Disparity of Point  37652 =  (339, 349) = 57
Disparity of Point  37677 =  (459, 349) = 57
Disparity of Point  37678 =  (459, 349) = 57
Disparity of Point  37698 =  (737, 349) = 57
Disparity of Point  37699 =  (737, 349) = 57
Disparity of Point  37717 =  (865, 349) = 59
Disparity of Point  37736 =  (1024, 349) = 60
Disparity of Point  37737 =  (1024, 349) = 60
Disparity of Point  37756 =  (214, 350) = 56
Disparity of Point  37757 =  (214, 350) = 56
Disparity of Point  37758 =  (217, 350) = 56
Disparity of Point  37759 =  (217, 350) = 56
Disparity of Point  37789 =  (408, 350) = 57
Disparity of Point  37799 =  (474, 350) = 57
Disparity of Point  37825 =  (802, 350) = 59
Disparity of Point  37826 =  (802, 350) = 59
Disparity of Point  37832 =  (825, 350) = 59
Disparity of Point  37833 =  (825, 350) = 59
Disparity of Point  37895 =  (1040, 350) = 61
Disparity of Point  37896 =  (1040, 350) = 61
Disparity of Point  37909 =  (105, 351) = 58
Disparity of Point  37910 =  (105, 351) = 58
Disparity of Point  37981 =  (406, 351) = 58
Disparity of Point  37993 =  (550, 351) = 58
Disparity of Point  37994 =  (550, 351) = 58
Disparity of Point  38020 =  (771, 351) = 58
Disparity of Point  38021 =  (771, 351) = 58
Disparity of Point  38027 =  (818, 351) = 59
Disparity of Point  38033 =  (829, 351) = 59
Disparity of Point  38034 =  (829, 351) = 59
Disparity of Point  38035 =  (832, 351) = 59
Disparity of Point  38038 =  (834, 351) = 59
Disparity of Point  38039 =  (834, 351) = 59
Disparity of Point  38041 =  (857, 351) = 60
Disparity of Point  38042 =  (857, 351) = 60
Disparity of Point  38049 =  (887, 351) = 60
Disparity of Point  38055 =  (912, 351) = 60
Disparity of Point  38063 =  (989, 351) = 61
Disparity of Point  38064 =  (989, 351) = 61
Disparity of Point  38065 =  (989, 351) = 61
Disparity of Point  38066 =  (990, 351) = 61
Disparity of Point  38067 =  (990, 351) = 61
Disparity of Point  38078 =  (1036, 351) = 61
Disparity of Point  38079 =  (1036, 351) = 61
Disparity of Point  38088 =  (101, 352) = 58
Disparity of Point  38089 =  (101, 352) = 58
Disparity of Point  38197 =  (740, 352) = 58
Disparity of Point  38198 =  (740, 352) = 58
Disparity of Point  38204 =  (751, 352) = 58
Disparity of Point  38205 =  (751, 352) = 58
Disparity of Point  38206 =  (753, 352) = 58
Disparity of Point  38207 =  (753, 352) = 58
Disparity of Point  38213 =  (770, 352) = 58
Disparity of Point  38214 =  (770, 352) = 58
Disparity of Point  38219 =  (799, 352) = 59
Disparity of Point  38223 =  (847, 352) = 60
Disparity of Point  38224 =  (847, 352) = 60
Disparity of Point  38238 =  (915, 352) = 61
Disparity of Point  38241 =  (918, 352) = 61
Disparity of Point  38242 =  (918, 352) = 61
Disparity of Point  38262 =  (967, 352) = 61
Disparity of Point  38263 =  (967, 352) = 61
Disparity of Point  38281 =  (986, 352) = 61
Disparity of Point  38282 =  (986, 352) = 61
Disparity of Point  38283 =  (987, 352) = 61
Disparity of Point  38284 =  (987, 352) = 61
Disparity of Point  38285 =  (988, 352) = 61
Disparity of Point  38286 =  (988, 352) = 61
Disparity of Point  38301 =  (1052, 352) = 62
Disparity of Point  38302 =  (1052, 352) = 62
Disparity of Point  38343 =  (220, 353) = 58
Disparity of Point  38358 =  (256, 353) = 58
Disparity of Point  38418 =  (403, 353) = 58
Disparity of Point  38419 =  (403, 353) = 58
Disparity of Point  38436 =  (509, 353) = 59
Disparity of Point  38449 =  (634, 353) = 59
Disparity of Point  38450 =  (634, 353) = 59
Disparity of Point  38476 =  (779, 353) = 59
Disparity of Point  38477 =  (796, 353) = 59
Disparity of Point  38478 =  (796, 353) = 59
Disparity of Point  38480 =  (800, 353) = 59
Disparity of Point  38483 =  (810, 353) = 60
Disparity of Point  38484 =  (810, 353) = 60
Disparity of Point  38487 =  (812, 353) = 60
Disparity of Point  38490 =  (874, 353) = 60
Disparity of Point  38491 =  (875, 353) = 60
Disparity of Point  38492 =  (875, 353) = 60
Disparity of Point  38511 =  (893, 353) = 61
Disparity of Point  38512 =  (893, 353) = 61
Disparity of Point  38519 =  (919, 353) = 61
Disparity of Point  38520 =  (919, 353) = 61
Disparity of Point  38521 =  (920, 353) = 61
Disparity of Point  38522 =  (920, 353) = 61
Disparity of Point  38525 =  (922, 353) = 61
Disparity of Point  38526 =  (922, 353) = 61
Disparity of Point  38530 =  (936, 353) = 61
Disparity of Point  38531 =  (936, 353) = 61
Disparity of Point  38544 =  (995, 353) = 61
Disparity of Point  38545 =  (995, 353) = 61
Disparity of Point  38637 =  (563, 354) = 59
Disparity of Point  38638 =  (563, 354) = 59
Disparity of Point  38639 =  (565, 354) = 59
Disparity of Point  38640 =  (565, 354) = 59
Disparity of Point  38654 =  (736, 354) = 59
Disparity of Point  38655 =  (736, 354) = 59
Disparity of Point  38673 =  (808, 354) = 60
Disparity of Point  38674 =  (808, 354) = 60
Disparity of Point  38678 =  (827, 354) = 60
Disparity of Point  38683 =  (852, 354) = 60
Disparity of Point  38684 =  (852, 354) = 60
Disparity of Point  38689 =  (855, 354) = 61
Disparity of Point  38690 =  (855, 354) = 61
Disparity of Point  38700 =  (882, 354) = 61
Disparity of Point  38701 =  (882, 354) = 61
Disparity of Point  38702 =  (886, 354) = 61
Disparity of Point  38703 =  (886, 354) = 61
Disparity of Point  38758 =  (1209, 354) = 66
Disparity of Point  38759 =  (1209, 354) = 66
Disparity of Point  38772 =  (108, 355) = 58
Disparity of Point  38832 =  (537, 355) = 59
Disparity of Point  38833 =  (537, 355) = 59
Disparity of Point  38867 =  (756, 355) = 59
Disparity of Point  38868 =  (764, 355) = 59
Disparity of Point  38893 =  (860, 355) = 61
Disparity of Point  38894 =  (860, 355) = 61
Disparity of Point  38901 =  (871, 355) = 61
